step,sequence_id,pos_in_seq,input_id,seen_in_run,seen_global,active_cells,predicted_cells,tp,fp,fn,precision,recall,f1,active_columns,bursting_columns,sparsity_cells,sparsity_columns,stability_overlap_last,stability_jaccard_last,stability_jaccard_ema,stability_best_window,stability_worst_window,converged,unique_active_cells_ever,unique_active_columns_ever
143,seq0,3,D,36,36,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,380,0.9047619047619048,0.925,0.9512195121951219,0.40350877192982454,1,4650,465
144,seq0,0,A,37,37,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4660,466
145,seq0,1,B,37,37,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,360,0.8181818181818182,0.85,0.8604651162790697,0.42857142857142855,0,4670,467
146,seq0,2,C,37,37,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,280,0.5384615384615384,0.65,0.6666666666666666,0.3793103448275862,0,4670,467
147,seq0,3,D,37,37,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,380,0.9047619047619048,0.925,0.9047619047619048,0.3793103448275862,1,4680,468
148,seq0,0,A,38,38,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5384615384615384,1,4680,468
149,seq0,1,B,38,38,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,360,0.8181818181818182,0.85,0.8604651162790697,0.40350877192982454,0,4680,468
150,seq0,2,C,38,38,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,300,0.6,0.65,0.6326530612244898,0.3333333333333333,0,4680,468
151,seq0,3,D,38,38,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,380,0.9047619047619048,0.925,0.9047619047619048,0.3793103448275862,1,4680,468
152,seq0,0,A,39,39,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4690,469
153,seq0,1,B,39,39,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,360,0.8181818181818182,0.85,0.8604651162790697,0.40350877192982454,0,4700,470
154,seq0,2,C,39,39,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,270,0.5094339622641509,0.65,0.6326530612244898,0.3114754098360656,0,4700,470
155,seq0,3,D,39,39,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,380,0.9047619047619048,0.925,0.9512195121951219,0.40350877192982454,1,4700,470
156,seq0,0,A,40,40,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4700,470
157,seq0,1,B,40,40,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,360,0.8181818181818182,0.85,0.8604651162790697,0.3793103448275862,0,4720,472
158,seq0,2,C,40,40,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,280,0.5384615384615384,0.65,0.6326530612244898,0.3559322033898305,0,4720,472
159,seq0,3,D,40,40,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,380,0.9047619047619048,0.925,0.9047619047619048,0.3793103448275862,1,4730,473
160,seq0,0,A,41,41,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4730,473
161,seq0,1,B,41,41,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,370,0.8604651162790697,0.85,0.9047619047619048,0.40350877192982454,0,4730,473
162,seq0,2,C,41,41,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,280,0.5384615384615384,0.65,0.6326530612244898,0.3333333333333333,0,4730,473
163,seq0,3,D,41,41,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.40350877192982454,1,4730,473
164,seq0,0,A,42,42,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4730,473
165,seq0,1,B,42,42,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,370,0.8604651162790697,0.85,0.9047619047619048,0.3793103448275862,0,4730,473
166,seq0,2,C,42,42,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,300,0.6,0.65,0.6,0.3559322033898305,0,4730,473
167,seq0,3,D,42,42,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.3793103448275862,1,4740,474
168,seq0,0,A,43,43,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4740,474
169,seq0,1,B,43,43,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,370,0.8604651162790697,0.85,0.8604651162790697,0.3793103448275862,0,4740,474
170,seq0,2,C,43,43,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,280,0.5384615384615384,0.65,0.6326530612244898,0.2903225806451613,0,4740,474
171,seq0,3,D,43,43,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.40350877192982454,1,4740,474
172,seq0,0,A,44,44,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4740,474
173,seq0,1,B,44,44,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,370,0.8604651162790697,0.85,0.9047619047619048,0.40350877192982454,0,4740,474
174,seq0,2,C,44,44,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,280,0.5384615384615384,0.65,0.6666666666666666,0.3333333333333333,0,4740,474
175,seq0,3,D,44,44,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,400,1.0,0.925,1.0,0.40350877192982454,1,4740,474
176,seq0,0,A,45,45,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5384615384615384,1,4740,474
177,seq0,1,B,45,45,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,370,0.8604651162790697,0.85,0.8604651162790697,0.40350877192982454,0,4740,474
178,seq0,2,C,45,45,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,280,0.5384615384615384,0.65,0.6,0.3793103448275862,0,4740,474
179,seq0,3,D,45,45,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.40350877192982454,1,4740,474
180,seq0,0,A,46,46,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5384615384615384,1,4740,474
181,seq0,1,B,46,46,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,370,0.8604651162790697,0.85,0.8604651162790697,0.40350877192982454,0,4740,474
182,seq0,2,C,46,46,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,310,0.6326530612244898,0.65,0.6326530612244898,0.3793103448275862,0,4740,474
183,seq0,3,D,46,46,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.3793103448275862,1,4740,474
184,seq0,0,A,47,47,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4740,474
185,seq0,1,B,47,47,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,370,0.8604651162790697,0.85,0.8604651162790697,0.3793103448275862,0,4740,474
186,seq0,2,C,47,47,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,290,0.5686274509803921,0.65,0.7021276595744681,0.3333333333333333,0,4740,474
187,seq0,3,D,47,47,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.3793103448275862,1,4740,474
188,seq0,0,A,48,48,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4740,474
189,seq0,1,B,48,48,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,370,0.8604651162790697,0.85,0.9047619047619048,0.40350877192982454,0,4740,474
190,seq0,2,C,48,48,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,270,0.5094339622641509,0.65,0.6666666666666666,0.3333333333333333,0,4740,474
191,seq0,3,D,48,48,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.3793103448275862,1,4740,474
192,seq0,0,A,49,49,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4750,475
193,seq0,1,B,49,49,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,370,0.8604651162790697,0.85,0.8604651162790697,0.3793103448275862,0,4750,475
194,seq0,2,C,49,49,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,290,0.5686274509803921,0.65,0.6326530612244898,0.3559322033898305,0,4750,475
195,seq0,3,D,49,49,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.3793103448275862,1,4750,475
196,seq0,0,A,50,50,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.5094339622641509,1,4760,476
197,seq0,1,B,50,50,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,370,0.8604651162790697,0.85,0.8604651162790697,0.3793103448275862,0,4760,476
198,seq0,2,C,50,50,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,270,0.5094339622641509,0.65,0.6666666666666666,0.3333333333333333,0,4760,476
199,seq0,3,D,50,50,400,0,0,0,400,0.0,0.0,0.0,40,40,0.01953125,0.01953125,390,0.9512195121951219,0.925,0.9512195121951219,0.40350877192982454,1,4760,476
